product_id,category,product_name,price
521,Sports,Decathlon Arpenaz 4-Person Camping Tent,48000
522,Books,Mindset: The New Psychology of Success,1700
523,Electronics,Razer Huntsman Mini Gaming Keyboard,25000
524,Electronics,Razer Blade 15,250000
525,Electronics,Corsair iCUE 7000X RGB Full-Tower Case,65000
526,Sports,Wilson NBA Authentic Game Ball,12000
527,Home & Kitchen,Siemens IQ500 Built-in Microwave,180000
528,Books,The Art of Seduction by Robert Greene,2500
529,Home & Kitchen,Philips Steam Iron,9000
530,Home & Kitchen,Bosch Cordless Handheld Vacuum Cleaner,55000
531,Beauty,Giorgio Armani Acqua Di Gio Perfume,16000
532,Books,Think Like a Monk by Jay Shetty,2000
533,Beauty,Tom Ford Soleil Blanc Perfume,18000
534,Electronics,Google Pixel 7 Pro,135000
535,Books,The 48 Laws of Power by Robert Greene,2300
536,Books,The Courage to Be Disliked,1500
537,Home & Kitchen,IKEA Modular Sofa Set,175000
538,Beauty,Kérastase Nutritive Hair Mask,8500
539,Beauty,Chanel Le Lift Firming Eye Cream,12000
540,Home & Kitchen,LG InstaView Door-in-Door Refrigerator,250000
541,Electronics,Samsung Odyssey G9 Gaming Monitor,175000
542,Sports,Garmin Venu 2 Plus Smartwatch,75000
543,Books,No Rules Rules by Reed Hastings,2600
544,Beauty,Tatcha The Essence,15000
545,Books,The Lean Startup by Eric Ries,2300
546,Clothing,Lacoste Polo Shirt,18000
547,Home & Kitchen,Bosch Smart Oven with Air Fry Mode,200000
548,Electronics,Samsung 980 Pro 2TB NVMe SSD,45000
549,Clothing,Balmain Graphic T-shirt,48000
550,Books,The Power of Habit by Charles Duhigg,2000
551,Clothing,Patagonia Fleece Jacket,20000
552,Electronics,Razer Huntsman Mini Gaming Keyboard,25000
553,Electronics,Apple HomePod Mini Smart Speaker,22000
554,Books,Grit by Angela Duckworth,1800
555,Electronics,Sony Bravia 65-inch OLED TV,280000
556,Sports,Puma Cricket Bat,11000
557,Clothing,Ralph Lauren Classic Polo Shirt,14000
558,Sports,Nike Mercurial Vapor Elite Soccer Cleats,35000
559,Books,"Guns, Germs, and Steel by Jared Diamond",2500
560,Books,Superintelligence by Nick Bostrom,2500
561,Sports,Speedo Training Kickboard,5000
562,Books,Atomic Habits,1200
563,Books,Hooked: How to Build Habit-Forming Products,2000
564,Beauty,Kérastase Discipline Hair Mask,9000
565,Electronics,DJI Air 2S Drone,175000
566,Books,Rich Dad Poor Dad by Robert Kiyosaki,1600
567,Sports,Yonex Astrox 88D Pro Badminton Racket,25000
568,Home & Kitchen,LG InstaView Side-by-Side Refrigerator,260000
569,Electronics,Apple Studio Display 5K,280000
570,Books,The Millionaire Fastlane by MJ DeMarco,2200
571,Sports,Everlast Boxing Gloves,6000
572,Electronics,Garmin Forerunner 945,70000
573,Books,The Monk Who Sold His Ferrari,1100
574,Sports,Spalding TF-1000 Legacy Basketball,9000
575,Beauty,Charlotte Tilbury Airbrush Flawless Foundation,8500
576,Electronics,Microsoft Surface Pro 9,185000
577,Clothing,Hugo Boss Wool Overcoat,95000
578,Sports,Decathlon Camping Tent,30000
579,Electronics,Sony WH-1000XM4,45000
580,Beauty,Drunk Elephant C-Firma Vitamin C Serum,12500
581,Sports,Everlast Powerlock Pro Boxing Gloves,14000
582,Sports,Mizuno Wave Rider 26,18000
583,Electronics,Google Pixel 8 Pro Smartphone,250000
584,Home & Kitchen,LG Inverter Air Conditioner,185000
585,Electronics,Asus ROG Strix G15,210000
586,Electronics,Nikon D7500,135000
587,Beauty,Anastasia Beverly Hills Brow Pomade,4000
588,Electronics,Apple Mac Mini M2 Pro,190000
589,Electronics,MSI MPG Z690 Carbon WiFi Motherboard,55000
590,Clothing,Balenciaga Track Sneakers,140000
591,Home & Kitchen,Eureka Forbes Smart Water Purifier,70000
592,Books,Sapiens: A Brief History,1800
593,Sports,Nike Mercurial Superfly 9 FG Soccer Cleats,24000
594,Sports,Wilson Blade 98 Tennis Racket,32000
595,Electronics,Google Pixel 8 Pro Smartphone,250000
596,Electronics,Apple MacBook Pro M1,210000
597,Clothing,Gucci Ace Embroidered Sneakers,115000
598,Clothing,Burberry Logo Print Cotton Hoodie,85000
599,Electronics,Bose QuietComfort Ultra Headphones,70000
600,Clothing,Supreme Logo Beanie,10000
601,Clothing,Balenciaga Oversized Hoodie,75000
633,Sports,Puma Ultra Ultimate Football Boots,19500
634,Beauty,Huda Beauty Eyeshadow Palette,6200
635,Home & Kitchen,Morphy Richards Coffee Maker,15000
636,Home & Kitchen,LG Double Door Refrigerator,120000
602,Sports,Yonex Astrox 100 ZZ Badminton Racket,29000
603,Electronics,DJI FPV Drone,185000
604,Electronics,DJI Ronin-S Gimbal,65000
605,Books,The Hard Thing About Hard Things,2400
606,Beauty,SK-II Facial Treatment Essence,14000
607,Sports,Trek FX 3 Hybrid Bicycle,160000
608,Beauty,Olay Anti-Aging Cream,5000
609,Beauty,L’Oreal Foundation,2500
610,Home & Kitchen,Ninja Foodi Dual Basket Air Fryer,50000
611,Clothing,Guess Skinny Jeans,10000
612,Books,The Courage to Be Disliked by Ichiro Kishimi,2300
613,Home & Kitchen,Philips Hue Smart Light Bulbs,10000
614,Beauty,Garnier Skin Active Serum,1800
615,Books,Deep Work by Cal Newport,1900
616,Clothing,Balmain Graphic T-shirt,48000
617,Sports,Yonex Astrox 88D Pro Badminton Racket,25000
618,Beauty,Dior Lip Glow Oil,7500
619,Beauty,Dior Addict Lip Glow,5500
620,Beauty,Drunk Elephant B-Hydra Serum,9000
621,Home & Kitchen,Butterfly Mixer Grinder,8000
622,Home & Kitchen,Morphy Richards Multifunction Blender,18000
623,Home & Kitchen,Eureka Forbes Water Purifier,60000
624,Beauty,The Ordinary Hyaluronic Acid 2% + B5,3500
625,Sports,Garmin Venu 2 Plus Smartwatch,75000
626,Sports,Spalding NBA Official Game Basketball,12000
627,Clothing,Nike Air Jordan 4 Retro,45000
628,Home & Kitchen,Morphy Richards Espresso Machine,90000
629,Books,The Psychology of Money by Morgan Housel,1800
630,Sports,Title Boxing Heavy Bag,28000
631,Electronics,Bose SoundLink Revolve,28000
632,Clothing,Balenciaga Oversized T-shirt,40000
633,Sports,Puma Ultra Ultimate Football Boots,19500
634,Beauty,Huda Beauty Eyeshadow Palette,6200
635,Home & Kitchen,Morphy Richards Coffee Maker,15000
636,Home & Kitchen,LG Double Door Refrigerator,120000
637,Electronics,DJI Ronin-S Gimbal,65000
638,Home & Kitchen,Dyson V12 Detect Slim Cordless Vacuum,125000
639,Sports,Decathlon Mountain Bike,120000
640,Sports,Mizuno Wave Rider 26,18000
641,Sports,Trek FX 3 Hybrid Bicycle,160000
642,Books,Rich Dad Poor Dad by Robert Kiyosaki,1600
643,Books,The 5 AM Club by Robin Sharma,1600
644,Beauty,SK-II Facial Treatment Essence,14000
645,Clothing,Under Armour ColdGear Compression Leggings,14000
646,Sports,Bowflex Adjustable Dumbbells,45000
647,Books,The Hard Thing About Hard Things,2400
648,Beauty,Anastasia Beverly Hills Brow Pomade,4000
649,Home & Kitchen,Morphy Richards Electric Kettle,15000
650,Books,Can’t Hurt Me by David Goggins,2700
651,Books,Laws of Human Nature by Robert Greene,2400
652,Clothing,Reebok Training Joggers,13000
653,Sports,Reebok Resistance Band Set,8000
654,Sports,Fitbit Charge 6 Fitness Tracker,35000
655,Books,Start With Why by Simon Sinek,1700
656,Home & Kitchen,Eureka Forbes Vacuum Cleaner,16000
657,Electronics,Dell Alienware m15,220000
658,Electronics,LG 27-inch UltraGear OLED Gaming Monitor,185000
659,Books,Never Split the Difference by Chris Voss,2800
660,Beauty,Huda Beauty Easy Bake Loose Powder,6500
661,Beauty,Tatcha The Water Cream,8500
662,Books,The Lean Startup by Eric Ries,2300
663,Electronics,Acer Predator Helios 300 Gaming Laptop,220000
664,Beauty,Chanel Le Rouge Duo Ultra Wear Lip Color,8500
665,Clothing,Balenciaga Oversized Hoodie,75000
666,Clothing,Moncler Down Jacket,90000
667,Books,Blue Ocean Strategy,2500
668,Electronics,Razer Huntsman Mini Gaming Keyboard,25000
669,Sports,Decathlon Road Bike,140000
670,Sports,Suunto 9 Peak GPS Watch,75000
671,Clothing,Superdry Windbreaker,16000
672,Home & Kitchen,Philips 2000 Series Air Purifier,50000
673,Electronics,GoPro Hero 10,75000
692,Electronics,HyperX Alloy Origins Mechanical Keyboard,20000
693,Beauty,Tatcha Luminous Dewy Skin Mist,7000
694,Clothing,Nike Air Force 1 Sneakers,15000
695,Home & Kitchen,Ninja Foodi Dual Basket Air Fryer,50000
696,Clothing,Hugo Boss Linen Suit,100000
674,Home & Kitchen,Samsung Jet 90 Cordless Vacuum Cleaner,95000
675,Home & Kitchen,Eureka Forbes Vacuum Cleaner,16000
676,Beauty,Chanel Le Lift Firming Eye Cream,12000
677,Books,Principles by Ray Dalio,2600
678,Home & Kitchen,Eureka Forbes UV Water Purifier,85000
679,Electronics,Razer Blade 15,250000
680,Electronics,Asus ROG Strix G15,210000
681,Clothing,Patagonia Down Sweater Jacket,32000
682,Beauty,Bobbi Brown Lipstick,3800
683,Beauty,Drunk Elephant Retinol Cream,10000
684,Beauty,Clinique Moisturizer,6000
685,Clothing,Superdry Windbreaker,16000
686,Home & Kitchen,Philips Air Fryer,18000
687,Electronics,LG C3 65-inch OLED Smart TV,290000
688,Home & Kitchen,Dyson V12 Detect Slim Cordless Vacuum,125000
689,Electronics,Google Nest Hub Max,40000
690,Home & Kitchen,Samsung Smart Washing Machine,95000
691,Electronics,HyperX Pulsefire Haste Wireless Mouse,15000
692,Electronics,HyperX Alloy Origins Mechanical Keyboard,20000
693,Beauty,Tatcha Luminous Dewy Skin Mist,7000
694,Clothing,Nike Air Force 1 Sneakers,15000
695,Home & Kitchen,Ninja Foodi Dual Basket Air Fryer,50000
696,Clothing,Hugo Boss Linen Suit,100000
697,Electronics,HP Spectre x360,195000
698,Beauty,La Mer The Moisturizing Soft Cream,25000
699,Clothing,Nike Metcon 9 Training Shoes,18000
700,Sports,Nike ZoomX Vaporfly NEXT% 2 Running Shoes,42000
701,Electronics,Samsung Galaxy S22,130000
702,Books,12 Rules for Life by Jordan Peterson,2500
703,Home & Kitchen,Morphy Richards Multifunction Blender,18000
704,Sports,Nike Pro Combat Compression Leggings,10000
705,Electronics,Apple Studio Display 5K,280000
706,Clothing,Moncler Maya Down Jacket,120000
707,Home & Kitchen,Dyson Air Purifier,60000
708,Clothing,Hugo Boss Wool Overcoat,95000
709,Sports,Yonex Nanoflare 800 Badminton Racket,26000
710,Electronics,Google Pixel 8 Pro Smartphone,250000
711,Books,Never Split the Difference by Chris Voss,2800
712,Books,Laws of Human Nature by Robert Greene,2400
713,Clothing,Under Armour Storm Rival Joggers,15000
714,Clothing,Gucci GG Canvas Backpack,175000
715,Home & Kitchen,Whirlpool Front Load Washing Machine,135000
716,Clothing,Hugo Boss Linen Suit,100000
717,Beauty,Huda Beauty Eyeshadow Palette,6200
718,Books,The Big Short by Michael Lewis,2000
719,Home & Kitchen,Tefal Cook4Me+ Multi-Cooker,65000
720,Home & Kitchen,Crompton Ceiling Fan,7000
721,Books,The Power of Now,1400
722,Beauty,Huda Beauty Faux Filter Concealer,6000
723,Sports,Yonex Badminton Racket,8500
724,Home & Kitchen,Bosch Hand Blender,10000
725,Beauty,Fenty Beauty Pro Filt’r Soft Matte Foundation,7500
726,Sports,Everlast Heavy Punching Bag,35000
727,Home & Kitchen,Bosch 14-Place Smart Dishwasher,160000
728,Books,The Subtle Art of Not Giving a F*ck by Mark Manson,1800
729,Electronics,MSI MPG Z690 Carbon WiFi Motherboard,55000
730,Clothing,Under Armour Compression Shirt,7000
731,Beauty,Olaplex No. 7 Bonding Oil,5000
732,Electronics,Dell Alienware m15,220000
733,Beauty,Nykaa Eyeliner,1200
734,Home & Kitchen,Samsung Jet 90 Cordless Vacuum Cleaner,95000
735,Sports,Reebok Gym Dumbbell Set,25000
736,Home & Kitchen,Havells Premium Ceiling Fan,11000
737,Home & Kitchen,Samsung Smart Counter-Depth Refrigerator,275000
738,Books,1984 by George Orwell,1300
739,Sports,Nike Phantom GT Soccer Cleats,20000
740,Books,Deep Work by Cal Newport,2100
741,Home & Kitchen,Butterfly Mixer Grinder,8000
742,Home & Kitchen,LG Double Door Refrigerator,120000
743,Electronics,Samsung Galaxy Z Fold 4,225000
744,Electronics,LG C3 65-inch OLED Smart TV,290000
745,Home & Kitchen,Samsung BESPOKE AI Laundry Combo,300000
746,Sports,Yonex Astrox 99 Pro Badminton Racket,18000
747,Books,Atomic Habits by James Clear,2000
748,Clothing,Tom Ford Leather Gloves,45000
749,Clothing,Hugo Boss Wool Overcoat,95000
810,Clothing,Montblanc Leather Wallet,30000
811,Clothing,Hugo Boss Linen Suit,100000
750,Books,The Big Short by Michael Lewis,2000
751,Home & Kitchen,Ninja Foodi 10-in-1 Air Fryer & Grill,65000
752,Books,Can’t Hurt Me by David Goggins,1900
753,Books,The Code Breaker by Walter Isaacson,2200
754,Clothing,Balenciaga Oversized T-shirt,40000
755,Electronics,Razer BlackShark V2 Pro Headset,28000
756,Sports,Nike ZoomX Vaporfly NEXT% 2 Running Shoes,42000
757,Electronics,Samsung Galaxy Tab S9 Ultra,230000
758,Beauty,La Roche-Posay Vitamin C Serum,5000
759,Books,Tools of Titans by Tim Ferriss,2500
760,Books,Deep Work by Cal Newport,1900
761,Home & Kitchen,Samsung Side-by-Side Smart Refrigerator,200000
762,Home & Kitchen,Elica Auto Clean Chimney,75000
763,Sports,Wilson Pro Staff RF97 Tennis Racket,45000
764,Home & Kitchen,Kitchenaid Stand Mixer,70000
765,Home & Kitchen,LG Inverter Air Conditioner,185000
766,Home & Kitchen,Usha Ceiling Fan,5000
767,Sports,Suunto 9 Peak GPS Watch,75000
768,Sports,Yonex Nanoflare 800 Badminton Racket,26000
769,Books,Laws of Human Nature by Robert Greene,2400
770,Clothing,Gucci Wool Beanie,30000
771,Clothing,Balenciaga Oversized T-shirt,40000
772,Home & Kitchen,Bosch Smart Oven with Air Fry Mode,200000
773,Clothing,Adidas Ultraboost Running Shoes,20000
774,Sports,Nike Mercurial Superfly 9 FG Soccer Cleats,24000
775,Home & Kitchen,Dyson Airwrap Complete,120000
776,Clothing,Nike Air Jordan 4 Retro,45000
777,Clothing,Ralph Lauren Classic Polo Shirt,14000
778,Electronics,Apple Studio Display 5K,280000
779,Electronics,Samsung Galaxy S24 Ultra,250000
780,Beauty,Himalaya Neem Face Pack,800
781,Clothing,Lululemon Yoga Leggings,13000
782,Sports,Everlast Powerlock 2 Boxing Gloves,18000
783,Home & Kitchen,IFB Microwave Oven,35000
784,Clothing,Adidas Ultraboost Running Shoes,20000
785,Electronics,Microsoft Surface Pro 9,185000
786,Books,The Innovator’s Dilemma,2600
787,Beauty,Chanel Le Rouge Duo Ultra Wear Lip Color,8500
788,Beauty,Dior Backstage Rosy Glow Blush,6000
789,Clothing,Hugo Boss Slim Fit Suit,125000
790,Clothing,Uniqlo Hoodie,5000
791,Electronics,Beats Fit Pro True Wireless Earbuds,38000
792,Clothing,Zara Formal Blazer,15000
793,Home & Kitchen,Havells Electric Kettle,3500
794,Electronics,ASUS ROG Phone 7,165000
795,Home & Kitchen,Whirlpool French Door Refrigerator,200000
796,Books,The Power of Now by Eckhart Tolle,2100
797,Clothing,Nike Air Max 270 Sneakers,25000
798,Home & Kitchen,Eureka Forbes Water Purifier,60000
799,Books,Dare to Lead by Brené Brown,2300
800,Beauty,La Mer The Moisturizing Soft Cream,25000
801,Clothing,Patagonia Torrentshell Rain Jacket,28000
802,Beauty,Giorgio Armani Code Homme Parfum,17000
803,Books,Deep Work by Cal Newport,1900
804,Clothing,Patagonia Down Sweater Jacket,32000
805,Electronics,Sony A90J OLED TV 65-inch,420000
806,Sports,Under Armour UA Rival Fleece Joggers,13000
807,Clothing,Gucci Sneakers,80000
808,Sports,Spalding TF-1000 Legacy Basketball,8000
809,Sports,Head Graphene Tennis Racket,15000
810,Clothing,Montblanc Leather Wallet,30000
811,Clothing,Hugo Boss Linen Suit,100000
812,Books,1984 by George Orwell,1300
813,Books,"Thinking, Fast and Slow by Daniel Kahneman",2000
814,Home & Kitchen,LG Inverter Air Conditioner,185000
815,Electronics,Samsung Frame QLED 55-inch TV,210000
816,Electronics,Bose Smart Soundbar 900,85000
817,Sports,RDX Weightlifting Belt,9000
818,Clothing,Moncler Maya Down Jacket,120000
819,Sports,Nike ZoomX Vaporfly NEXT% 2 Running Shoes,42000
820,Clothing,Levi’s 511 Slim Fit Jeans,12000
821,Electronics,Samsung Galaxy Z Fold 4,225000
862,Electronics,Razer BlackShark V2 Pro Headset,28000
822,Electronics,Razer Blade 15,250000
823,Sports,Yonex Badminton Racket,8500
824,Beauty,Giorgio Armani Luminous Silk Foundation,9000
825,Sports,Yonex Arcsaber 11 Pro Badminton Racket,28000
826,Sports,Spalding TF-1000 Legacy Basketball,8000
827,Sports,Decathlon Forclaz Trekking Backpack 60L,45000
828,Sports,Salomon Trail Running Shoes,20000
829,Books,Start With Why by Simon Sinek,1700
830,Home & Kitchen,Dyson Air Purifier,60000
831,Home & Kitchen,Elica Auto Clean Chimney,75000
832,Sports,Yonex Carbonex 8000 Plus,12000
833,Books,Rich Dad Poor Dad,900
834,Home & Kitchen,Samsung Smart Counter-Depth Refrigerator,275000
835,Beauty,Oribe Gold Lust Hair Oil,12000
836,Books,Good Economics for Hard Times by Banerjee & Duflo,2200
837,Home & Kitchen,Whirlpool Supreme Care Washing Machine,180000
838,Home & Kitchen,LG InstaView Side-by-Side Refrigerator,260000
839,Clothing,Gucci Signature Leather Belt,45000
840,Beauty,Kérastase Nutritive Bain Satin Shampoo,6000
841,Home & Kitchen,Whirlpool Supreme Care Washing Machine,180000
842,Beauty,Fenty Beauty Gloss Bomb Lip Luminizer,5000
843,Sports,Spalding TF-1000 Legacy Basketball,8000
844,Clothing,Gucci Leather Loafers,85000
845,Books,The Art of Possibility by Rosamund & Benjamin Zander,2400
846,Books,The Power of Habit by Charles Duhigg,2000
847,Sports,Salomon Speedcross 5 Trail Running Shoes,25000
848,Electronics,Garmin Forerunner 945,70000
849,Books,The Lean Startup by Eric Ries,2300
850,Books,Never Split the Difference by Chris Voss,2800
851,Sports,Nike Alphafly 2 Marathon Running Shoes,45000
852,Beauty,Dior Addict Lip Glow,5500
853,Clothing,Lululemon Yoga Leggings,13000
854,Beauty,Jo Malone London Wood Sage & Sea Salt Cologne,20000
855,Sports,Decathlon Rockrider ST 520 Mountain Bike,140000
856,Beauty,Dr. Dennis Gross Alpha Beta Peel,9000
857,Home & Kitchen,Whirlpool Water Purifier,22000
858,Electronics,Canon EOS R7 Mirrorless Camera,320000
859,Home & Kitchen,Eureka Forbes Vacuum Cleaner,16000
860,Electronics,Samsung Frame QLED 55-inch TV,210000
861,Beauty,Garnier Skin Active Serum,1800
862,Electronics,Razer BlackShark V2 Pro Headset,28000
863,Beauty,Kérastase Nutritive Hair Mask,8500
864,Beauty,Tatcha The Silk Peony Eye Cream,10000
865,Home & Kitchen,LG InstaView Side-by-Side Refrigerator,260000
866,Electronics,DJI Osmo Pocket 3,70000
867,Electronics,Google Pixel 8 Pro Smartphone,250000
868,Clothing,Puma Sweatpants,6000
869,Books,The Lean Startup,2100
870,Home & Kitchen,Butterfly Mixer Grinder,8000
871,Sports,Puma Cricket Bat,11000
872,Books,Principles by Ray Dalio,2600
873,Sports,Everlast Heavy Punching Bag,35000
874,Sports,Yonex Astrox 100 ZZ Badminton Racket,29000
875,Clothing,Patagonia Retro Fleece,25000
876,Clothing,Reebok Sports Bra,5000
877,Electronics,Logitech MX Master 3S Mouse,18000
878,Home & Kitchen,Tefal Cookware Set,18000
879,Beauty,Fenty Beauty Match Stix Trio,7000
880,Electronics,DJI Ronin-S Gimbal,65000
881,Books,Principles by Ray Dalio,2600
882,Beauty,Tarte Shape Tape Concealer,3500
883,Sports,Titleist Pro V1 Golf Balls (12-Pack),10000
884,Home & Kitchen,Bosch 14-Place Smart Dishwasher,160000
885,Clothing,Diesel Leather Belt,11000
886,Home & Kitchen,Whirlpool Water Purifier,22000
887,Sports,Everlast Powerlock Pro Boxing Gloves,14000
888,Clothing,Puma Sweatpants,6000
889,Clothing,The North Face Summit Series Down Jacket,65000
890,Sports,Everlast Boxing Gloves,6000
891,Sports,Everlast Advanced Training Boxing Gloves,17000
892,Beauty,Charlotte Tilbury Airbrush Flawless Foundation,8500
893,Beauty,Clinique Moisturizer,6000
894,Books,Meditations by Marcus Aurelius,1600
895,Sports,Everlast MMA Sparring Gloves,12000
896,Clothing,Adidas Terrex Swift R3 Hiking Shoes,25000
897,Clothing,Adidas Running Shoes,12000
898,Sports,Adidas Predator Edge Pro Shin Guards,7500
899,Books,Think Like a Monk by Jay Shetty,2000
900,Books,Limitless by Jim Kwik,2100
901,Home & Kitchen,Bosch Hand Blender,10000
902,Beauty,Tatcha The Essence,15000
903,Clothing,Reebok Nano X3 Training Shoes,17000
904,Beauty,Himalaya Neem Face Pack,800
905,Books,The Lean Startup by Eric Ries,2300
906,Clothing,Gucci GG Canvas Backpack,175000
907,Clothing,Fila Retro Sneakers,12000
908,Sports,Puma Cricket Bat,18000
909,Electronics,Asus ROG Strix G15,210000
910,Clothing,Columbia Omni-Heat Insulated Jacket,28000
911,Beauty,Nykaa Eyeliner,1200
912,Sports,Under Armour Project Rock Training Shoes,25000
913,Home & Kitchen,Morphy Richards Pop-Up Toaster,12000
914,Sports,Everlast Leather Punching Bag,30000
915,Beauty,Fenty Beauty Highlighter,4200
916,Beauty,Drunk Elephant Protini Polypeptide Cream,13000
917,Home & Kitchen,Eureka Forbes Water Purifier,60000
918,Books,The Ride of a Lifetime by Bob Iger,1800
919,Electronics,DJI Avata FPV Drone,225000
920,Books,Tools of Titans by Tim Ferriss,2500
921,Books,Principles by Ray Dalio,2600
922,Beauty,Tatcha The Essence,15000
923,Electronics,DJI Ronin-S Gimbal,65000
924,Books,The Power of Now by Eckhart Tolle,2100
925,Electronics,Bose QuietComfort Earbuds,38000
926,Clothing,Lacoste Polo Shirt,18000
927,Home & Kitchen,Whirlpool Water Purifier,22000
928,Clothing,BOSS Tailored Wool Blazer,35000
929,Books,How Will You Measure Your Life?,2200
930,Beauty,Anastasia Beverly Hills Brow Pomade,4000
931,Clothing,Tom Ford Designer Suit,175000
932,Clothing,Levi’s 511 Slim Fit Jeans,12000
933,Sports,Yonex Astrox 100 ZZ Badminton Racket,29000
934,Clothing,Tom Ford Designer Suit,175000
935,Books,The 80/20 Principle by Richard Koch,1600
936,Home & Kitchen,Whirlpool 360 Bloomwash Pro Washing Machine,125000
937,Sports,Garmin Forerunner 955 Smartwatch,75000
938,Electronics,HyperX Alloy Origins Mechanical Keyboard,20000
939,Books,Tools of Titans by Tim Ferriss,2500
940,Sports,Giant Trance X Advanced Mountain Bike,320000
941,Beauty,YSL Libre Intense Perfume,18000
942,Home & Kitchen,Philips Avance Digital Air Fryer,50000
943,Electronics,Apple Mac Mini M2 Pro,190000
944,Books,The War of Art by Steven Pressfield,1600
945,Home & Kitchen,Eureka Smart Vacuum Cleaner,35000
946,Clothing,Gucci GG Canvas Backpack,175000
947,Home & Kitchen,LG InstaView Door-in-Door Refrigerator,250000
948,Clothing,Nike Metcon 9 Training Shoes,18000
949,Clothing,Gucci Ace Embroidered Sneakers,115000
950,Books,The Monk Who Sold His Ferrari,1100
951,Electronics,Lenovo ThinkPad X1,180000
952,Home & Kitchen,Eureka Forbes UV Water Purifier,85000
953,Books,The Courage to Be Disliked,1500
954,Home & Kitchen,LG Inverter Air Conditioner,185000
955,Beauty,Fenty Beauty Match Stix Trio,7000
956,Electronics,DJI Avata FPV Drone,225000
957,Beauty,Giorgio Armani Code Homme Parfum,17000
958,Electronics,Nikon D7500,135000
959,Books,Limitless by Jim Kwik,2100
960,Clothing,Burberry Logo Print Cotton Hoodie,85000
961,Home & Kitchen,LG InstaView Door-in-Door Refrigerator,250000
962,Sports,Fitbit Charge 6 Fitness Tracker,35000
963,Sports,Wilson NBA Authentic Game Ball,12000
964,Electronics,HyperX Cloud Alpha S Gaming Headset,22000
965,Electronics,ASUS ROG Phone 7,165000
966,Electronics,Apple Watch Ultra,150000
967,Home & Kitchen,Elica Chimney Hood,30000
968,Home & Kitchen,Philips Steam Iron,9000
969,Beauty,Anastasia Beverly Hills Brow Pomade,4000
970,Beauty,Kérastase Discipline Hair Mask,9000
971,Home & Kitchen,LG Smart Door Refrigerator,210000
972,Sports,Under Armour Training Shoes,13500
973,Beauty,La Roche-Posay Vitamin C Serum,5000
974,Sports,Adidas Copa Sense+ Soccer Cleats,27000
975,Books,The Art of Seduction by Robert Greene,2500
976,Beauty,SK-II Facial Treatment Essence,14000
977,Beauty,Dermalogica Daily Microfoliant,7500
978,Beauty,Estée Lauder Double Wear Stay-in-Place Foundation,7800
979,Clothing,Adidas Running Shoes,12000
980,Home & Kitchen,Morphy Richards Pop-Up Toaster,12000
981,Home & Kitchen,Philips Avance Digital Air Fryer,50000
982,Books,Outliers by Malcolm Gladwell,1700
983,Sports,Wilson Pro Staff RF97 Tennis Racket,45000
984,Electronics,LG Gram 16 Ultrabook,220000
985,Beauty,Rare Beauty Soft Pinch Liquid Blush,5000
986,Books,"Guns, Germs, and Steel by Jared Diamond",2500
987,Beauty,Huda Beauty Faux Filter Concealer,6000
988,Books,The Power of Now by Eckhart Tolle,2100
989,Home & Kitchen,Tefal Electric Grill,25000
990,Books,The Innovator’s Dilemma,2600
991,Sports,Decathlon Forclaz Trekking Backpack 60L,45000
992,Sports,Under Armour UA Rival Fleece Joggers,13000
993,Electronics,Asus ROG Strix G15,210000
994,Sports,Decathlon Arpenaz 4-Person Camping Tent,48000
995,Clothing,Gucci Signature Leather Belt,45000
996,Clothing,Puma Mirage Sport Sneakers,14000
997,Clothing,Balenciaga Track Sneakers,140000
998,Clothing,Puma Mirage Sport Sneakers,14000
999,Clothing,Patagonia Torrentshell Rain Jacket,28000
1000,Beauty,Laneige Water Sleeping Mask,3200
1001,,,
1002,,,
